date,location,location_name,value,weekly_rate,year,month,week_of_year,day_of_year,week_sin,week_cos,month_sin,month_cos,day_sin,day_cos,value_lag_1,value_lag_2,value_lag_3,value_lag_4,value_lag_8,value_lag_12,value_lag_52,value_rolling_mean_4,value_rolling_std_4,value_rolling_min_4,value_rolling_max_4,value_rolling_mean_8,value_rolling_std_8,value_rolling_min_8,value_rolling_max_8,value_trend_4w,yoy_ratio,yoy_pct_change,yoy_diff,season_severity_ratio,recent_severity_ratio,wow_change,wow_pct_change,acceleration,momentum_4w,momentum_4w_pct,is_flu_season,season_phase,season_phase_sin,season_phase_cos,rate_lag_1,rate_lag_4,rate_rolling_mean_4,rate_trend_4w,us_total_lag_1,us_total_lag_2,us_total_lag_3,us_total_lag_4,us_total_rolling_mean_4,us_total_rolling_std_4,us_total_rolling_mean_8,us_total_rolling_std_8,recent_vs_historical,seasonal_deviation
2022-02-05,34,New Jersey,18.0,0.189456712877615,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.189456712877615,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999994444444,0.0
2022-02-05,35,New Mexico,9.0,0.42248443379575,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0865384615384615,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.42248443379575,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999988888888,0.0
2022-02-05,36,New York,15.0,0.0755011464094071,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.0755011464094071,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999993333332,0.0
2022-02-05,37,North Carolina,48.0,0.434545498000004,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.3503649635036496,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.434545498000004,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999997916666,0.0
2022-02-05,38,North Dakota,18.0,2.25969408763596,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,2.25969408763596,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999994444444,0.0
2022-02-05,39,Ohio,20.0,0.168303360748829,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.168303360748829,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999995,0.0
2022-02-05,40,Oklahoma,49.0,1.19646637087088,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,1.19646637087088,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999997959184,0.0
2022-02-05,41,Oregon,1.0,0.0234062069984091,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.0234062069984091,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999900000002,0.0
2022-02-05,42,Pennsylvania,35.0,0.267609651716743,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,35.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,1.206896551724138,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.267609651716743,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999997142855,0.0
2022-02-05,44,Rhode Island,0.0,0.0,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.0,0.0
2022-02-05,45,South Carolina,9.0,0.164268618615905,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.164268618615905,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999988888888,0.0
2022-02-05,46,South Dakota,9.0,0.973321264149658,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.973321264149658,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999988888888,0.0
