location,cutoff_date,forecast_date,forecast_week,predicted,predicted_q05,predicted_q25,predicted_q50,predicted_q75,predicted_q95,target_mode
37,2026-01-31,2026-02-14,2,237.70962524414062,35.22599999999999,231.35679626464844,237.70962524414062,334.82904052734375,656.6123046875,log
37,2026-01-31,2026-02-21,3,238.49278259277344,16.242698669433594,218.6711883544922,238.49278259277344,243.71316528320312,652.1060791015625,log
37,2026-01-31,2026-02-28,4,305.3486328125,10.836227416992188,227.28697204589844,305.3486328125,322.56866455078125,752.1383666992188,log
38,2026-01-31,2026-02-07,1,49.670249938964844,34.02362823486328,40.60018539428711,49.670249938964844,71.98960876464844,113.44738006591797,log
38,2026-01-31,2026-02-14,2,37.26310729980469,22.660537719726562,30.15412712097168,37.26310729980469,61.14277648925781,132.37918090820312,log
38,2026-01-31,2026-02-21,3,38.18906021118164,14.556160926818848,18.944293975830078,38.18906021118164,59.73103332519531,108.43685913085938,log
38,2026-01-31,2026-02-28,4,31.78887939453125,12.449665069580078,22.271682739257812,31.78887939453125,57.138275146484375,144.25631713867188,log
39,2026-01-31,2026-02-07,1,400.9180603027344,177.0,394.1005554199219,400.9180603027344,427.8966064453125,566.8722534179688,log
39,2026-01-31,2026-02-14,2,296.92669677734375,50.44499999999999,296.0326232910156,296.92669677734375,401.5876770019531,724.37548828125,log
39,2026-01-31,2026-02-21,3,292.9797058105469,16.714279174804688,244.6188201904297,292.9797058105469,315.32708740234375,739.5006713867188,log
39,2026-01-31,2026-02-28,4,326.4383544921875,12.449665069580078,251.58041381835938,326.4383544921875,349.875244140625,943.9927368164062,log
40,2026-01-31,2026-02-07,1,120.17022705078125,49.45712661743164,90.01895904541016,120.17022705078125,127.47567749023438,153.55783081054688,log
40,2026-01-31,2026-02-14,2,95.61145782470703,31.08062171936035,85.69784545898438,95.61145782470703,148.0002899169922,188.85137939453125,log
40,2026-01-31,2026-02-21,3,117.47416687011719,18.047168731689453,75.68228149414062,117.47416687011719,128.81741333007812,241.34495544433594,log
40,2026-01-31,2026-02-28,4,106.64129638671875,12.449665069580078,101.08149719238281,106.64129638671875,156.3893280029297,353.15301513671875,log
41,2026-01-31,2026-02-07,1,249.71151733398438,84.3,245.20677185058594,249.71151733398438,329.04693603515625,505.5922546386719,log
41,2026-01-31,2026-02-14,2,292.03375244140625,54.21787643432617,290.9112243652344,292.03375244140625,317.7076110839844,961.2659301757812,log
41,2026-01-31,2026-02-21,3,330.6694030761719,37.11825180053711,225.05638122558594,330.6694030761719,468.0660095214844,807.9845581054688,log
41,2026-01-31,2026-02-28,4,310.2118225097656,22.464513778686523,261.5316467285156,310.2118225097656,451.92279052734375,1184.016845703125,log
42,2026-01-31,2026-02-07,1,696.0950317382812,303.9,681.089111328125,696.0950317382812,894.9319458007812,914.6170654296875,log
42,2026-01-31,2026-02-14,2,493.53033447265625,86.61149999999999,431.31903076171875,493.53033447265625,634.2318115234375,898.8095703125,log
42,2026-01-31,2026-02-21,3,448.70123291015625,23.385105,337.8612060546875,448.70123291015625,528.9005737304688,832.853759765625,log
42,2026-01-31,2026-02-28,4,553.7040405273438,12.449665069580078,326.72607421875,553.7040405273438,554.7050170898438,1025.1571044921875,log
44,2026-01-31,2026-02-07,1,30.61983871459961,18.737512588500977,21.641036987304688,30.61983871459961,45.9925537109375,104.78340148925781,log
44,2026-01-31,2026-02-14,2,18.999876022338867,11.920537948608398,14.923503875732422,18.999876022338867,48.16313171386719,93.39415740966797,log
44,2026-01-31,2026-02-21,3,18.22400665283203,10.25953197479248,10.786386489868164,18.22400665283203,42.757568359375,91.0806655883789,log
